task_id,campaign,L,V,theta,beta_trial,dt,delta,mu,boundary,hs_scheme,seed,burn,measurements,threads,adaptive_guard,guard_threshold,multiprecision_fallback,full_rebuild_diagnostic,diagnostic_stride,stabilization_interval,sign_recompute_stride,S_pi,S_pi_err,S_pi_dq,S_pi_dq_err,R_cdw,R_cdw_err,average_sign,acceptance,runtime_seconds,sign_corrections,max_sign_imag,max_observable_imag,result_path,R_cdw_mean,S_pi_dq_mean,S_pi_dq_offsite,S_pi_dq_offsite_err,S_pi_dq_offsite_mean,S_pi_mean,S_pi_offsite,S_pi_offsite_err,S_pi_offsite_mean,average_sign_err,average_sign_mean,center_operator_boundary,code_version,error_method,mode,n_bins,negative_signs,observable_convention,onsite_contact,onsite_contact_is_diagnostic_only,output_dir,physical_slices,sign_recomputes,source_result_path,source_task_id,trial_slices
12,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990101,500,5000,1,false,,false,false,0,10,20,0.045394511443769346,0.00035939806684517266,0.03526584948365392,0.00012185964057652622,0.22312525541026929,0.0065272231109912635,0.9,0.74599275,165.78291545,0,4.912986528557223e-10,6.999474281584355e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_012_L10_V2.0_th8_bt8_dt0.1_s990101/result.json,0.22312525541026929,0.03526584948365392,0.010265849483653916,0.00012185964057652622,0.010265849483653916,0.045394511443769346,0.020394511443769345,0.00035939806684517266,0.020394511443769345,0.006219592243461465,0.9,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,250,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_012_L10_V2.0_th8_bt8_dt0.1_s990101,160,250,,,80
13,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990102,500,5000,1,false,,false,false,0,10,20,0.045156991609323474,0.00041921117929583513,0.03511649067185539,0.00012823650850286533,0.22234654213313543,0.008591132063835917,0.906,0.746176125,263.181627042,0,2.9275811636486595e-09,2.6928422223300154e-14,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_013_L10_V2.0_th8_bt8_dt0.1_s990102/result.json,0.22234654213313543,0.03511649067185539,0.01011649067185539,0.0001282365085028653,0.01011649067185539,0.045156991609323474,0.020156991609323473,0.00041921117929583513,0.020156991609323473,0.005192393865445769,0.906,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,235,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_013_L10_V2.0_th8_bt8_dt0.1_s990102,160,250,,,80
14,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990103,500,5000,1,false,,false,false,0,10,20,0.045812707007709945,0.0004416546660778666,0.035340283181121396,0.0001229454509032535,0.22859212019115382,0.006657119278194796,0.9076,0.7457211875,174.59864435,0,7.108140230426432e-10,7.630852519684805e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_014_L10_V2.0_th8_bt8_dt0.1_s990103/result.json,0.22859212019115382,0.035340283181121396,0.010340283181121394,0.0001229454509032535,0.010340283181121394,0.045812707007709945,0.020812707007709944,0.0004416546660778666,0.020812707007709944,0.0050283717382964424,0.9076,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,231,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_014_L10_V2.0_th8_bt8_dt0.1_s990103,160,250,,,80
15,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990104,500,5000,1,false,,false,false,0,10,20,0.04535136699804084,0.0005796282059404144,0.03530474465782764,0.00011276222467017038,0.22152854489804497,0.010796452259015828,0.8936,0.74565875,255.033797133,0,7.32242012096398e-10,8.212573971991567e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_015_L10_V2.0_th8_bt8_dt0.1_s990104/result.json,0.22152854489804497,0.03530474465782764,0.010304744657827637,0.00011276222467017038,0.010304744657827637,0.04535136699804084,0.02035136699804084,0.0005796282059404142,0.02035136699804084,0.005877182970700776,0.8936,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,266,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_015_L10_V2.0_th8_bt8_dt0.1_s990104,160,250,,,80
16,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990105,500,5000,1,false,,false,false,0,10,20,0.04521443973882406,0.0004123479926984771,0.035187429564058154,0.00015507763744490832,0.221765662312433,0.00800582005048691,0.9016,0.7460168125,266.379849654,0,6.120402626054278e-09,9.121245457348654e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_016_L10_V2.0_th8_bt8_dt0.1_s990105/result.json,0.221765662312433,0.035187429564058154,0.010187429564058152,0.00015507763744490835,0.010187429564058152,0.04521443973882406,0.020214439738824058,0.00041234799269847705,0.020214439738824058,0.006370278112779982,0.9016,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,246,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_016_L10_V2.0_th8_bt8_dt0.1_s990105,160,250,,,80
17,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990106,500,5000,1,false,,false,false,0,10,20,0.04483173975033586,0.00041612522305679666,0.03529208003329829,0.000190323223822065,0.21278807760223273,0.004811357276216518,0.906,0.745783,260.645453764,0,4.942278864803588e-10,8.666870388124249e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_017_L10_V2.0_th8_bt8_dt0.1_s990106/result.json,0.21278807760223273,0.03529208003329829,0.01029208003329829,0.000190323223822065,0.01029208003329829,0.04483173975033586,0.019831739750335857,0.0004161252230567967,0.019831739750335857,0.006171476497388477,0.906,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,235,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_017_L10_V2.0_th8_bt8_dt0.1_s990106,160,250,,,80
18,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990107,500,5000,1,false,,false,false,0,10,20,0.0458029961011176,0.0005061919580211699,0.03540914320683625,0.00012685093883376861,0.22692517474916318,0.006850754757683188,0.9044,0.7457123125,253.144395015,0,1.2521473317528505e-09,7.413044138178631e-14,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_018_L10_V2.0_th8_bt8_dt0.1_s990107/result.json,0.22692517474916318,0.03540914320683625,0.010409143206836245,0.00012685093883376861,0.010409143206836245,0.0458029961011176,0.020802996101117598,0.0005061919580211699,0.020802996101117598,0.006863259880615023,0.9044,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,239,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_018_L10_V2.0_th8_bt8_dt0.1_s990107,160,250,,,80
19,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990108,500,5000,1,false,,false,false,0,10,20,0.04495192941637529,0.00036932890603621045,0.0353920435679503,0.0001516875150512506,0.21266908834712817,0.005110404831496048,0.8932,0.7459044375,252.38554744,0,1.7029636876433548e-10,8.410681389869627e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_019_L10_V2.0_th8_bt8_dt0.1_s990108/result.json,0.21266908834712817,0.0353920435679503,0.010392043567950301,0.0001516875150512506,0.010392043567950301,0.04495192941637529,0.01995192941637529,0.00036932890603621045,0.01995192941637529,0.004140584686304483,0.8932,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,267,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_019_L10_V2.0_th8_bt8_dt0.1_s990108,160,250,,,80
20,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990109,500,5000,1,false,,false,false,0,10,20,0.04510110746324212,0.00045611191902050795,0.03512371130844004,0.00021721879591018626,0.2212228638273187,0.008928168486015844,0.9004,0.7459465,167.017729986,0,2.748852826725898e-09,4.545698558928539e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_020_L10_V2.0_th8_bt8_dt0.1_s990109/result.json,0.2212228638273187,0.03512371130844004,0.010123711308440038,0.00021721879591018626,0.010123711308440038,0.04510110746324212,0.02010110746324212,0.00045611191902050795,0.02010110746324212,0.007121165294060793,0.9004,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,249,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_020_L10_V2.0_th8_bt8_dt0.1_s990109,160,250,,,80
21,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990110,500,5000,1,false,,false,false,0,10,20,0.04578896804415108,0.00046288932972692406,0.035319579884548265,0.00010837205063079555,0.22864433523611882,0.00847420017614057,0.8988,0.7458585625,257.579440291,0,1.6122280247419417e-10,8.80730635525243e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_021_L10_V2.0_th8_bt8_dt0.1_s990110/result.json,0.22864433523611882,0.035319579884548265,0.010319579884548263,0.00010837205063079555,0.010319579884548263,0.04578896804415108,0.020788968044151077,0.00046288932972692406,0.020788968044151077,0.004556298442512594,0.8988,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,253,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_021_L10_V2.0_th8_bt8_dt0.1_s990110,160,250,,,80
22,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990111,500,5000,1,false,,false,false,0,10,20,0.04528526358905642,0.0004311836473973986,0.03529658578016722,0.00011533554688496327,0.22057236763667754,0.005730182181363768,0.9,0.74576075,166.423626821,0,1.58739653099614e-09,7.68811121976078e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_022_L10_V2.0_th8_bt8_dt0.1_s990111/result.json,0.22057236763667754,0.03529658578016722,0.01029658578016722,0.00011533554688496327,0.01029658578016722,0.04528526358905642,0.02028526358905642,0.0004311836473973986,0.02028526358905642,0.006067742297534649,0.9,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,250,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_022_L10_V2.0_th8_bt8_dt0.1_s990111,160,250,,,80
23,guard_off_trotter_convergence,10,2,8,8,0.1,1,0,0,0,990112,500,5000,1,false,,false,false,0,10,20,0.04576121288668619,0.0006542931594969019,0.03553293171832153,0.0001430619444056967,0.2235142060961519,0.008788752446739857,0.9072,0.745864875,167.00378459,0,2.3431457237374974e-10,7.805576606238205e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_023_L10_V2.0_th8_bt8_dt0.1_s990112/result.json,0.2235142060961519,0.03553293171832153,0.01053293171832153,0.00014306194440569673,0.01053293171832153,0.04576121288668619,0.02076121288668619,0.0006542931594969019,0.02076121288668619,0.006831262626729109,0.9072,400,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,232,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_023_L10_V2.0_th8_bt8_dt0.1_s990112,160,250,,,80
24,guard_off_trotter_convergence,10,2,8,8,0.05,1,0,0,0,990101,500,5000,1,false,,false,false,0,10,20,0.0450578827087591,0.0003532245059692434,0.03522871636855506,0.00018395810219585002,0.21814532217895988,0.005402596994476153,0.8628,0.81567125,344.528806177,0,3.1979880336153593e-09,7.808625334349666e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_024_L10_V2.0_th8_bt8_dt0.05_s990101/result.json,0.21814532217895988,0.03522871636855506,0.01022871636855506,0.00018395810219585,0.01022871636855506,0.0450578827087591,0.0200578827087591,0.0003532245059692434,0.0200578827087591,0.007805574604660239,0.8628,800,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,343,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_024_L10_V2.0_th8_bt8_dt0.05_s990101,320,250,,,160
25,guard_off_trotter_convergence,10,2,8,8,0.05,1,0,0,0,990102,500,5000,1,false,,false,false,0,10,20,0.04584194576619164,0.0003921538687769399,0.03571467954505516,0.00012018735861997209,0.2209170237404129,0.006754498409916464,0.8692,0.815619875,340.484632366,0,6.874593633008392e-11,1.1548002629772955e-14,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_025_L10_V2.0_th8_bt8_dt0.05_s990102/result.json,0.2209170237404129,0.03571467954505516,0.010714679545055159,0.00012018735861997209,0.010714679545055159,0.04584194576619164,0.02084194576619164,0.0003921538687769399,0.02084194576619164,0.005184658401859807,0.8692,800,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,327,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_025_L10_V2.0_th8_bt8_dt0.05_s990102,320,250,,,160
26,guard_off_trotter_convergence,10,2,8,8,0.05,1,0,0,0,990103,500,5000,1,false,,false,false,0,10,20,0.04523774401849344,0.0004439256573218757,0.03541790727781781,0.00012637586541340096,0.21707176062230749,0.007700602365726855,0.8724,0.81562715625,340.356496971,0,5.340054705939825e-09,1.042735077854544e-14,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_026_L10_V2.0_th8_bt8_dt0.05_s990103/result.json,0.21707176062230749,0.03541790727781781,0.010417907277817808,0.00012637586541340096,0.010417907277817808,0.04523774401849344,0.020237744018493438,0.00044392565732187566,0.020237744018493438,0.005653098447161934,0.8724,800,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,319,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_026_L10_V2.0_th8_bt8_dt0.05_s990103,320,250,,,160
27,guard_off_trotter_convergence,10,2,8,8,0.05,1,0,0,0,990104,500,5000,1,false,,false,false,0,10,20,0.04462143106888901,0.0006021337245057878,0.03507875722311673,0.00026384795339119124,0.21385853427784007,0.011210807603185758,0.8704,0.8156703125,521.079460766,0,2.5562479642521193e-10,8.906779995091013e-14,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_027_L10_V2.0_th8_bt8_dt0.05_s990104/result.json,0.21385853427784007,0.03507875722311673,0.010078757223116727,0.00026384795339119124,0.010078757223116727,0.04462143106888901,0.019621431068889007,0.0006021337245057878,0.019621431068889007,0.006556389094419972,0.8704,800,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,324,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_027_L10_V2.0_th8_bt8_dt0.05_s990104,320,250,,,160
28,guard_off_trotter_convergence,10,2,8,8,0.05,1,0,0,0,990105,500,5000,1,false,,false,false,0,10,20,0.046645662343849065,0.0008686047225908248,0.035027896385766207,0.0005715471181165177,0.24906422964781494,0.021155060777807776,0.868,0.81555275,536.54116126,0,5.23436428147908e-10,7.218557680967665e-15,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_028_L10_V2.0_th8_bt8_dt0.05_s990105/result.json,0.24906422964781494,0.035027896385766207,0.010027896385766205,0.0005715471181165177,0.010027896385766205,0.046645662343849065,0.021645662343849063,0.0008686047225908249,0.021645662343849063,0.005971010869650547,0.868,800,source_identifier:PfQMC-main_20260821,contiguous_sign_reweighted_bins,projector,15,330,physical_density_SQ_equals_minus_legacy_contact_already_included,0.025,True,results/trotter_convergence/raw/task_028_L10_V2.0_th8_bt8_dt0.05_s990105,320,250,,,160
