group,campaign,seed,json_path,bin_path,exists,n_bins,selected,reason
B,dt01,990201,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_036_L10_V2_th10_bt8_dt0.1_s990201/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_036_L10_V2_th10_bt8_dt0.1_s990201/measurements.csv,True,5000,True,manifest match
B,dt01,990202,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_037_L10_V2_th10_bt8_dt0.1_s990202/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_037_L10_V2_th10_bt8_dt0.1_s990202/measurements.csv,True,5000,True,manifest match
B,dt01,990203,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_038_L10_V2_th10_bt8_dt0.1_s990203/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_038_L10_V2_th10_bt8_dt0.1_s990203/measurements.csv,True,5000,True,manifest match
B,dt01,990204,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_039_L10_V2_th10_bt8_dt0.1_s990204/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_039_L10_V2_th10_bt8_dt0.1_s990204/measurements.csv,True,5000,True,manifest match
B,dt01,990205,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_040_L10_V2_th10_bt8_dt0.1_s990205/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_040_L10_V2_th10_bt8_dt0.1_s990205/measurements.csv,True,5000,True,manifest match
B,dt01,990206,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_041_L10_V2_th10_bt8_dt0.1_s990206/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_041_L10_V2_th10_bt8_dt0.1_s990206/measurements.csv,True,5000,True,manifest match
B,dt01,990207,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_042_L10_V2_th10_bt8_dt0.1_s990207/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_042_L10_V2_th10_bt8_dt0.1_s990207/measurements.csv,True,5000,True,manifest match
B,dt01,990208,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_043_L10_V2_th10_bt8_dt0.1_s990208/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_043_L10_V2_th10_bt8_dt0.1_s990208/measurements.csv,True,5000,True,manifest match
B,dt01,990209,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_044_L10_V2_th10_bt8_dt0.1_s990209/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_044_L10_V2_th10_bt8_dt0.1_s990209/measurements.csv,True,5000,True,manifest match
B,dt01,990210,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_045_L10_V2_th10_bt8_dt0.1_s990210/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_045_L10_V2_th10_bt8_dt0.1_s990210/measurements.csv,True,5000,True,manifest match
B,dt01,990211,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_046_L10_V2_th10_bt8_dt0.1_s990211/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_046_L10_V2_th10_bt8_dt0.1_s990211/measurements.csv,True,5000,True,manifest match
B,dt01,990212,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_047_L10_V2_th10_bt8_dt0.1_s990212/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trial_density_convergence_theta10/raw/task_047_L10_V2_th10_bt8_dt0.1_s990212/measurements.csv,True,5000,True,manifest match
C,static,990301,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_000_s990301/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_000_s990301/measurements.csv,True,5000,True,manifest match
C,static,990302,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_001_s990302/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_001_s990302/measurements.csv,True,5000,True,manifest match
C,static,990303,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_002_s990303/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_002_s990303/measurements.csv,True,5000,True,manifest match
C,static,990304,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_003_s990304/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_003_s990304/measurements.csv,True,5000,True,manifest match
C,static,990305,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_004_s990305/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_004_s990305/measurements.csv,True,5000,True,manifest match
C,static,990306,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_005_s990306/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_005_s990306/measurements.csv,True,5000,True,manifest match
C,static,990307,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_006_s990307/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_006_s990307/measurements.csv,True,5000,True,manifest match
C,static,990308,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_007_s990308/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_007_s990308/measurements.csv,True,5000,True,manifest match
C,static,990309,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_008_s990309/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_008_s990309/measurements.csv,True,5000,True,manifest match
C,static,990310,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_009_s990310/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_009_s990310/measurements.csv,True,5000,True,manifest match
C,static,990311,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_010_s990311/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_010_s990311/measurements.csv,True,5000,True,manifest match
C,static,990312,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_011_s990312/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/static_projector_ed_final/raw/task_011_s990312/measurements.csv,True,5000,True,manifest match
D,theta,990001,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_036_L10_V2.0_th8_bt8_dt0.1_s990001/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_036_L10_V2.0_th8_bt8_dt0.1_s990001/measurements.csv,False,0,True,manifest match
D,theta,990002,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_037_L10_V2.0_th8_bt8_dt0.1_s990002/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_037_L10_V2.0_th8_bt8_dt0.1_s990002/measurements.csv,False,0,True,manifest match
D,theta,990003,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_038_L10_V2.0_th8_bt8_dt0.1_s990003/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_038_L10_V2.0_th8_bt8_dt0.1_s990003/measurements.csv,False,0,True,manifest match
D,theta,990004,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_039_L10_V2.0_th8_bt8_dt0.1_s990004/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_039_L10_V2.0_th8_bt8_dt0.1_s990004/measurements.csv,False,0,True,manifest match
D,theta,990005,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_040_L10_V2.0_th8_bt8_dt0.1_s990005/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_040_L10_V2.0_th8_bt8_dt0.1_s990005/measurements.csv,False,0,True,manifest match
D,theta,990006,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_041_L10_V2.0_th8_bt8_dt0.1_s990006/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_041_L10_V2.0_th8_bt8_dt0.1_s990006/measurements.csv,False,0,True,manifest match
D,theta,990007,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_042_L10_V2.0_th8_bt8_dt0.1_s990007/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_042_L10_V2.0_th8_bt8_dt0.1_s990007/measurements.csv,False,0,True,manifest match
D,theta,990008,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_043_L10_V2.0_th8_bt8_dt0.1_s990008/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_043_L10_V2.0_th8_bt8_dt0.1_s990008/measurements.csv,False,0,True,manifest match
D,theta,990009,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_044_L10_V2.0_th8_bt8_dt0.1_s990009/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_044_L10_V2.0_th8_bt8_dt0.1_s990009/measurements.csv,False,0,True,manifest match
D,theta,990010,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_045_L10_V2.0_th8_bt8_dt0.1_s990010/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_045_L10_V2.0_th8_bt8_dt0.1_s990010/measurements.csv,False,0,True,manifest match
D,theta,990011,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_046_L10_V2.0_th8_bt8_dt0.1_s990011/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_046_L10_V2.0_th8_bt8_dt0.1_s990011/measurements.csv,False,0,True,manifest match
D,theta,990012,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_047_L10_V2.0_th8_bt8_dt0.1_s990012/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/projector_theta_convergence/raw/task_047_L10_V2.0_th8_bt8_dt0.1_s990012/measurements.csv,False,0,True,manifest match
D,trotter,990101,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_012_L10_V2.0_th8_bt8_dt0.1_s990101/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_012_L10_V2.0_th8_bt8_dt0.1_s990101/measurements.csv,False,0,True,manifest match
D,trotter,990102,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_013_L10_V2.0_th8_bt8_dt0.1_s990102/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_013_L10_V2.0_th8_bt8_dt0.1_s990102/measurements.csv,False,0,True,manifest match
D,trotter,990103,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_014_L10_V2.0_th8_bt8_dt0.1_s990103/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_014_L10_V2.0_th8_bt8_dt0.1_s990103/measurements.csv,False,0,True,manifest match
D,trotter,990104,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_015_L10_V2.0_th8_bt8_dt0.1_s990104/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_015_L10_V2.0_th8_bt8_dt0.1_s990104/measurements.csv,False,0,True,manifest match
D,trotter,990105,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_016_L10_V2.0_th8_bt8_dt0.1_s990105/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_016_L10_V2.0_th8_bt8_dt0.1_s990105/measurements.csv,False,0,True,manifest match
D,trotter,990106,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_017_L10_V2.0_th8_bt8_dt0.1_s990106/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_017_L10_V2.0_th8_bt8_dt0.1_s990106/measurements.csv,False,0,True,manifest match
D,trotter,990107,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_018_L10_V2.0_th8_bt8_dt0.1_s990107/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_018_L10_V2.0_th8_bt8_dt0.1_s990107/measurements.csv,False,0,True,manifest match
D,trotter,990108,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_019_L10_V2.0_th8_bt8_dt0.1_s990108/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_019_L10_V2.0_th8_bt8_dt0.1_s990108/measurements.csv,False,0,True,manifest match
D,trotter,990109,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_020_L10_V2.0_th8_bt8_dt0.1_s990109/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_020_L10_V2.0_th8_bt8_dt0.1_s990109/measurements.csv,False,0,True,manifest match
D,trotter,990110,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_021_L10_V2.0_th8_bt8_dt0.1_s990110/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_021_L10_V2.0_th8_bt8_dt0.1_s990110/measurements.csv,False,0,True,manifest match
D,trotter,990111,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_022_L10_V2.0_th8_bt8_dt0.1_s990111/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_022_L10_V2.0_th8_bt8_dt0.1_s990111/measurements.csv,False,0,True,manifest match
D,trotter,990112,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_023_L10_V2.0_th8_bt8_dt0.1_s990112/result.json,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/results/trotter_convergence/raw/task_023_L10_V2.0_th8_bt8_dt0.1_s990112/measurements.csv,False,0,True,manifest match
D,153367,990001,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_0_theta_campaign_s990001/result.json,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_0_theta_campaign_s990001/measurements.csv,True,5000,True,diagnostic manifest
D,153367,990002,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_1_theta_campaign_s990002/result.json,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_1_theta_campaign_s990002/measurements.csv,True,5000,True,diagnostic manifest
D,153367,990003,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_2_theta_campaign_s990003/result.json,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_2_theta_campaign_s990003/measurements.csv,True,5000,True,diagnostic manifest
D,153367,990101,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_3_trotter_campaign_s990101/result.json,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_3_trotter_campaign_s990101/measurements.csv,True,5000,True,diagnostic manifest
D,153367,990102,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_4_trotter_campaign_s990102/result.json,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_4_trotter_campaign_s990102/measurements.csv,True,5000,True,diagnostic manifest
D,153367,990103,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_5_trotter_campaign_s990103/result.json,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/paper_supplement/cross_campaign_reproduction/task_5_trotter_campaign_s990103/measurements.csv,True,5000,True,diagnostic manifest
