L,R_cdw,R_cdw_err,S_pi,S_pi_dq,S_pi_dq_err,S_pi_dq_imag,S_pi_err,S_pi_imag,V,acceptance,adaptive_guard,adaptive_rebuild_count,average_phase_imag,average_phase_real,average_sign,average_sign_err,beta_trial,boundary,burn,campaign,center_boundary,center_green_max_imag,center_green_norm,center_green_norm_first,configurations,delta,diagnostic_R_cdw_abs_diff_max,diagnostic_S_pi_abs_diff_max,diagnostic_boundary,diagnostic_comparisons,diagnostic_relative_frobenius_max,diagnostic_sign_mismatch_count,diagnostic_stride,dt,even_parity,first_eigenvalues,full_rebuild_count,ground_energy,guard,guard_threshold,guard_trigger_fraction,hs_fields,hs_scheme,interaction_bonds,kinetic_boundary_A,max_center_green_direct_relative_error,max_observable_imag,max_raw_phase_norm_deviation,max_sign_imag,measurements,method,min_update_denominator,mode,mu,multiprecision_fallback,multiprecision_fallback_count,negative_signs,observable_convention,odd_parity,output_dir,physical_slices,post_accept_rebuild_count,pre_decision_rebuild_count,proposal_attempt_count,raw_sign_imag,raw_sign_real,result_path,runtime_seconds,seed,sign_corrections,sign_recompute_stride,sign_recomputes,sign_stride,stabilization_interval,task_id,theta,trial_slices
2,0.1812692469220184,,0.13745849932811957,0.11254150067188057,,-3.508281641478231e-20,,3.508281641478218e-20,2,,,,-1.3918626855657742e-18,1,,,0.2,1,0,tiny_enumeration,,,,,4,1,,,,,,,0,0.1,,,,,0,,,2,0,,,3.9884584393840254e-16,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0010_s770011,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0010_s770011/result.json,,770011,,,,1,1,10,0.1,
2,0.15058621641376457,,0.13517796948350835,0.11482203051649151,,-5.594341383400518e-19,,5.594341383400552e-19,2,,,,2.163704686153661e-17,1,,,0.2,1,0,tiny_enumeration,,,,,4,1,,,,,,,0,0.1,,,,,0,,,2,0,,,6.611994666784246e-16,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0011_s770012,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0011_s770012/result.json,,770012,,,,1,1,11,0.1,
2,0.3620056117688899,,0.15262567551893644,0.09737432448106377,,-1.876024360621013e-19,,1.8760243606210112e-19,4,,,,-9.564797057229168e-20,1,,,0.2,1,0,tiny_enumeration,,,,,4,0.6,,,,,,,0,0.1,,,,,0,,,2,0,,,8.296516174511412e-16,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0012_s770013,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0012_s770013/result.json,,770013,,,,1,1,12,0.1,
2,0.33730546748784873,,0.1503583461132075,0.09964165388679229,,-2.385561200060853e-19,,2.3855612000608563e-19,4,,,,-1.4380325440846738e-18,1,,,0.2,1,0,tiny_enumeration,,,,,4,0.6,,,,,,,0,0.1,,,,,0,,,2,0,,,7.34909562929384e-16,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0013_s770014,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0013_s770014/result.json,,770014,,,,1,1,13,0.1,
2,0.32967995396436056,,0.1496719150281131,0.1003280849718871,,-1.48345453911756e-19,,1.4834545391175547e-19,4,,,,3.8616991615945054e-18,1,,,0.2,1,0,tiny_enumeration,,,,,4,1,,,,,,,0,0.1,,,,,0,,,2,0,,,6.285946772643059e-16,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0014_s770015,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0014_s770015/result.json,,770015,,,,1,1,14,0.1,
2,0.30455881328962364,,0.14745424492433665,0.10254575507566317,,-1.2021938186230649e-18,,1.2021938186230652e-18,4,,,,1.8239105504502584e-17,1,,,0.2,1,0,tiny_enumeration,,,,,4,1,,,,,,,0,0.1,,,,,0,,,2,0,,,5.335886312038563e-16,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0015_s770016,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0015_s770016/result.json,,770016,,,,1,1,15,0.1,
2,0.7518418344018902,,0.20029512836636487,0.04970487163363502,,-9.568868131160953e-20,,9.568868131160842e-20,2,,,,2.6375216560544383e-18,1,,,0.2,0,0,tiny_enumeration,,,,,256,0.6,,,,,,,0,0.1,,,,,0,,,8,0,,,7.16448113029636e-15,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0016_s770017,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0016_s770017/result.json,,770017,,,,1,1,16,0.2,
2,0.7296306393647285,,0.19679315933358363,0.05320684066641612,,-8.512192110637723e-19,,8.512192110637793e-19,2,,,,2.930079869240296e-17,1,,,0.2,0,0,tiny_enumeration,,,,,256,0.6,,,,,,,0,0.1,,,,,0,,,8,0,,,7.905595841125004e-15,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0017_s770018,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0017_s770018/result.json,,770018,,,,1,1,17,0.2,
2,0.7518418344018902,,0.20029512836636487,0.04970487163363502,,-9.568868131160953e-20,,9.568868131160842e-20,2,,,,2.6375216560544383e-18,1,,,0.2,0,0,tiny_enumeration,,,,,256,1,,,,,,,0,0.1,,,,,0,,,8,0,,,7.16448113029636e-15,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0018_s770019,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0018_s770019/result.json,,770019,,,,1,1,18,0.2,
2,0.7296306393647285,,0.19679315933358363,0.05320684066641612,,-8.512192110637723e-19,,8.512192110637793e-19,2,,,,2.930079869240296e-17,1,,,0.2,0,0,tiny_enumeration,,,,,256,1,,,,,,,0,0.1,,,,,0,,,8,0,,,7.905595841125004e-15,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0019_s770020,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0019_s770020/result.json,,770020,,,,1,1,19,0.2,
2,0.8884953485145707,,0.2249203362899981,0.025079663710001792,,-4.3007465073941338e-19,,4.3007465073941227e-19,4,,,,3.497565926164664e-18,1,,,0.2,0,0,tiny_enumeration,,,,,256,0.6,,,,,,,0,0.1,,,,,0,,,8,0,,,5.685226977583771e-14,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0020_s770021,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0020_s770021/result.json,,770021,,,,1,1,20,0.2,
2,0.8785152152567175,,0.22291876216334602,0.027081237836653088,,-8.184124065570147e-19,,8.184124065570345e-19,4,,,,2.4550357664782335e-17,1,,,0.2,0,0,tiny_enumeration,,,,,256,0.6,,,,,,,0,0.1,,,,,0,,,8,0,,,2.5733143675349037e-14,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0021_s770022,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0021_s770022/result.json,,770022,,,,1,1,21,0.2,
2,0.8884953485145707,,0.2249203362899981,0.025079663710001792,,-4.3007465073941338e-19,,4.3007465073941227e-19,4,,,,3.497565926164664e-18,1,,,0.2,0,0,tiny_enumeration,,,,,256,1,,,,,,,0,0.1,,,,,0,,,8,0,,,5.685226977583771e-14,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0022_s770023,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0022_s770023/result.json,,770023,,,,1,1,22,0.2,
2,0.8785152152567175,,0.22291876216334602,0.027081237836653088,,-8.184124065570147e-19,,8.184124065570345e-19,4,,,,2.4550357664782335e-17,1,,,0.2,0,0,tiny_enumeration,,,,,256,1,,,,,,,0,0.1,,,,,0,,,8,0,,,2.5733143675349037e-14,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0023_s770024,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0023_s770024/result.json,,770024,,,,1,1,23,0.2,
2,0.39751253593072255,,0.15600746065442705,0.09399253934557333,,4.402661270898116e-19,,-4.402661270898095e-19,2,,,,-2.5912788467136927e-18,1,,,0.2,1,0,tiny_enumeration,,,,,16,0.6,,,,,,,0,0.1,,,,,0,,,4,0,,,2.0051093447274652e-15,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0024_s770025,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0024_s770025/result.json,,770025,,,,1,1,24,0.2,
2,0.34580865245823267,,0.1511312463165253,0.09886875368347445,,-1.0616192545350091e-19,,1.0616192545349839e-19,2,,,,-2.887934330801561e-17,1,,,0.2,1,0,tiny_enumeration,,,,,16,0.6,,,,,,,0,0.1,,,,,0,,,4,0,,,1.3953874892174642e-15,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0025_s770026,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0025_s770026/result.json,,770026,,,,1,1,25,0.2,
2,0.32967995396436056,,0.14967191502811306,0.10032808497188705,,-5.260309512701881e-20,,5.260309512701849e-20,2,,,,-4.213773055338562e-18,1,,,0.2,1,0,tiny_enumeration,,,,,16,1,,,,,,,0,0.1,,,,,0,,,4,0,,,7.255736475336727e-16,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0026_s770027,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0026_s770027/result.json,,770027,,,,1,1,26,0.2,
2,0.27599637768807705,,0.1450112962435339,0.10498870375646589,,-2.3238319308931343e-18,,2.323831930893136e-18,2,,,,5.322393091444636e-17,1,,,0.2,1,0,tiny_enumeration,,,,,16,1,,,,,,,0,0.1,,,,,0,,,4,0,,,2.994718600308851e-15,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0027_s770028,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0027_s770028/result.json,,770028,,,,1,1,27,0.2,
2,0.5961405753491864,,0.17808050835444833,0.07191949164555192,,-3.665021613090559e-19,,3.6650216130905405e-19,4,,,,-1.2004086347341438e-18,1,,,0.2,1,0,tiny_enumeration,,,,,16,0.6,,,,,,,0,0.1,,,,,0,,,4,0,,,1.9333487269893502e-15,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0028_s770029,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0028_s770029/result.json,,770029,,,,1,1,28,0.2,
2,0.5614824257996858,,0.17379002139683786,0.07620997860316205,,-1.1248408789789885e-18,,1.1248408789789912e-18,4,,,,9.190563730014317e-18,1,,,0.2,1,0,tiny_enumeration,,,,,16,0.6,,,,,,,0,0.1,,,,,0,,,4,0,,,2.55692803453625e-15,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0029_s770030,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0029_s770030/result.json,,770030,,,,1,1,29,0.2,
2,0.550671035882778,,0.1724936202819032,0.07750637971809701,,-2.1974272681642007e-19,,2.1974272681641877e-19,4,,,,9.032011211431666e-18,1,,,0.2,1,0,tiny_enumeration,,,,,16,1,,,,,,,0,0.1,,,,,0,,,4,0,,,2.7867188206471825e-15,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0030_s770031,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0030_s770031/result.json,,770031,,,,1,1,30,0.2,
2,0.5146858585619023,,0.16831456257323923,0.08168543742676057,,-3.4767248905038294e-18,,3.476724890503831e-18,4,,,,4.564469268097515e-17,1,,,0.2,1,0,tiny_enumeration,,,,,16,1,,,,,,,0,0.1,,,,,0,,,4,0,,,2.678102472288197e-15,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0031_s770032,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0031_s770032/result.json,,770032,,,,1,1,31,0.2,
4,0.22323962628531369,,0.07863058710251801,0.06107712422315709,,3.106593926987638e-21,,2.2294000284035144e-20,2,,,,1.582365428812773e-18,1,,,0.2,0,0,tiny_enumeration,,,,,256,0.6,,,,,,,0,0.1,,,,,0,,,8,0,,,7.088586298652035e-16,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0032_s770033,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0032_s770033/result.json,,770033,,,,1,1,32,0.1,
4,0.21959202862744598,,0.07746186732964783,0.060451858741460376,,-8.914555441911122e-21,,6.102781191033192e-20,2,,,,-3.6772154011951665e-17,1,,,0.2,0,0,tiny_enumeration,,,,,256,0.6,,,,,,,0,0.1,,,,,0,,,8,0,,,9.635337629372228e-16,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0033_s770034,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0033_s770034/result.json,,770034,,,,1,1,33,0.1,
4,0.18325500748976176,,0.07520212670962688,0.06142096041620819,,8.870971989362831e-21,,-1.5504517465470198e-19,2,,,,-3.043575039097237e-18,1,,,0.2,0,0,tiny_enumeration,,,,,256,1,,,,,,,0,0.1,,,,,0,,,8,0,,,7.988292781327304e-16,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0034_s770035,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0034_s770035/result.json,,770035,,,,1,1,34,0.1,
4,0.1794822700018215,,0.07410237221925742,0.060802310240825184,,-1.2836160719037791e-21,,8.585635173722371e-20,2,,,,8.063908980309586e-18,1,,,0.2,0,0,tiny_enumeration,,,,,256,1,,,,,,,0,0.1,,,,,0,,,8,0,,,9.053441761438535e-16,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0035_s770036,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0035_s770036/result.json,,770036,,,,1,1,35,0.1,
4,0.39123862957272026,,0.09449969656786139,0.0575277647876134,,-1.6442773302480502e-20,,-3.2823364292675594e-20,4,,,,-5.464371326194214e-18,1,,,0.2,0,0,tiny_enumeration,,,,,256,0.6,,,,,,,0,0.1,,,,,0,,,8,0,,,1.1108965592681546e-15,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0036_s770037,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0036_s770037/result.json,,770037,,,,1,1,36,0.1,
4,0.3865308653106463,,0.09328622302682739,0.05722821851870586,,-4.653784650515335e-20,,6.691815009437455e-20,4,,,,-4.9059033189985854e-17,1,,,0.2,0,0,tiny_enumeration,,,,,256,0.6,,,,,,,0,0.1,,,,,0,,,8,0,,,1.2465989309165195e-15,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0037_s770038,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0037_s770038/result.json,,770038,,,,1,1,37,0.1,
4,0.35569190474587353,,0.0904180539273494,0.05825708410251538,,1.779661372115117e-20,,-1.5535019760300937e-19,4,,,,-9.913648332709794e-18,1,,,0.2,0,0,tiny_enumeration,,,,,256,1,,,,,,,0,0.1,,,,,0,,,8,0,,,1.4155001798637306e-15,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0038_s770039,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0038_s770039/result.json,,770039,,,,1,1,38,0.1,
4,0.35087621027704474,,0.08927109307384404,0.0579479902488043,,-2.2944179038098536e-20,,2.8655496950200747e-19,4,,,,2.2072308387527234e-17,1,,,0.2,0,0,tiny_enumeration,,,,,256,1,,,,,,,0,0.1,,,,,0,,,8,0,,,1.305218277061569e-15,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0039_s770040,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0039_s770040/result.json,,770040,,,,1,1,39,0.1,
4,0.1709436924941734,,0.07450102136169376,0.061765541675538535,,-1.0802352026062937e-22,,-1.7158612082880944e-19,2,,,,-2.271437859609422e-17,1,,,0.2,1,0,tiny_enumeration,,,,,64,0.6,,,,,,,0,0.1,,,,,0,,,6,0,,,7.209520924231046e-16,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0040_s770041,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0040_s770041/result.json,,770041,,,,1,1,40,0.1,
4,0.1679249509159625,,0.0733280812222284,0.06101446678222399,,1.4136801690166846e-21,,-3.871116714982031e-19,2,,,,-4.77026613090716e-17,1,,,0.2,1,0,tiny_enumeration,,,,,64,0.6,,,,,,,0,0.1,,,,,0,,,6,0,,,7.731472594652569e-16,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0041_s770042,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0041_s770042/result.json,,770042,,,,1,1,41,0.1,
4,0.1400754709889378,,0.07202769936120038,0.06193838544893062,,-1.539705717710891e-22,,-3.5266385641138675e-20,2,,,,-5.324381205868555e-18,1,,,0.2,1,0,tiny_enumeration,,,,,64,1,,,,,,,0,0.1,,,,,0,,,6,0,,,6.296924777230224e-16,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0042_s770043,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0042_s770043/result.json,,770043,,,,1,1,42,0.1,
4,0.13693303920215327,,0.07090364408671536,0.06119459261141364,,-1.7095046851120437e-21,,-1.5730915049625974e-19,2,,,,-3.372331466291891e-17,1,,,0.2,1,0,tiny_enumeration,,,,,64,1,,,,,,,0,0.1,,,,,0,,,6,0,,,1.0633406461335025e-15,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0043_s770044,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0043_s770044/result.json,,770044,,,,1,1,43,0.1,
4,0.2976087679449083,,0.08533435138278607,0.059938100204377225,,-1.1997363992599234e-20,,-2.5409478114323237e-19,4,,,,-2.4410719034181156e-17,1,,,0.2,1,0,tiny_enumeration,,,,,64,0.6,,,,,,,0,0.1,,,,,0,,,6,0,,,1.0183493999504994e-15,,0,,0,complete_HS_exact_enumeration,,,0,,,,,,raw/tiny_enumeration/task_0044_s770045,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0044_s770045/result.json,,770045,,,,1,1,44,0.1,
4,0.2934155973601451,,0.08415139975505789,0.05946006652723521,,1.9109052266326896e-20,,-6.646743672969669e-19,4,,,,-7.446094828520386e-17,1,,,0.2,1,0,tiny_enumeration,,,,,64,0.6,,,,,,,0,0.1,,,,,0,,,6,0,,,1.0767819726630964e-15,,0,,0,complete_HS_exact_enumeration,,,0.7,,,,,,raw/tiny_enumeration/task_0045_s770046,,,,,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/tiny_enumeration/task_0045_s770046/result.json,,770046,,,,1,1,45,0.1,
